,,,Wrexham ,1437,1476,1490,1491,1522,7416,1495,1607,1660,1672,1685,1688,1622,1670,1625,1865,1640,18229,25645,1620,1714,1760,1635,1432,1210,1228,1292,1363,13254,1483,1742,1874,1966,1901,1876,1827,1920,1866,1896,1925,1936,1824,1778,1761,1692,1749,1723,1662,1628,36029,1705,1763,1768,1688,1781,1889,2017,1992,1700,1635,1600,1571,1481,1367,1312,1303,1312,1250,1248,1151,31533,80816,1142,1141,1132,1121,1092,1083,1087,1041,1032,992,10863,949,923,945,895,851,614,521,534,497,512,7241,..,..,..,..,..,..,2342,20446,126907
,,,Powys ,1304,1339,1409,1457,1455,6964,1531,1516,1653,1661,1586,1576,1626,1571,1524,1688,1560,17492,24456,1585,1573,1444,1062,947,959,1005,1071,1219,10865,1276,1345,1538,1476,1504,1604,1547,1613,1735,1794,1751,1820,1757,1660,1655,1696,1611,1651,1616,1650,32299,1746,1722,1710,1778,1884,1936,2010,2062,1729,1823,1822,1721,1577,1397,1470,1438,1405,1408,1382,1369,33389,76553,1336,1367,1376,1357,1381,1261,1198,1244,1330,1290,13140,1181,1154,1030,1069,1011,742,644,626,606,544,8607,..,..,..,..,..,..,2876,24623,125632
,,,Ceredigion ,653,697,682,729,760,3521,793,830,888,844,829,863,854,832,860,856,852,9301,12822,856,789,1073,2172,2263,1598,1233,998,726,11708,716,509,732,794,803,821,853,835,880,915,914,904,914,931,870,956,947,892,895,943,17024,928,986,919,945,1028,1066,1153,1220,980,1013,1004,905,836,831,856,843,835,826,788,785,18747,47479,758,765,739,715,717,719,704,692,751,679,7239,690,626,652,572,566,435,351,348,298,259,4797,..,..,..,..,..,..,1709,13745,74046
,,,Pembrokeshire ,1298,1336,1344,1356,1376,6710,1454,1495,1531,1556,1468,1512,1504,1478,1418,1446,1426,16288,22998,1471,1556,1468,1037,985,933,910,879,1008,10247,1117,1175,1277,1186,1248,1321,1280,1382,1482,1504,1469,1567,1519,1526,1491,1449,1415,1394,1392,1448,27642,1410,1460,1458,1567,1698,1646,1762,1818,1545,1557,1567,1494,1407,1371,1373,1373,1355,1266,1316,1277,29720,67609,1237,1283,1181,1207,1186,1161,1118,1112,1029,1043,11557,975,971,927,924,875,615,499,576,518,439,7319,..,..,..,..,..,..,2184,21060,111667
,,,Carmarthenshire ,1755,1819,1998,2045,1994,9611,2053,2059,2173,2158,2114,2162,2269,2249,2257,2282,2193,23969,33580,2162,2131,2158,1924,1793,1686,1584,1704,1676,16818,1715,1833,2074,2028,2083,2049,2164,2204,2263,2284,2374,2296,2381,2334,2235,2282,2199,2282,2249,2228,43557,2295,2248,2238,2302,2399,2534,2779,2739,2335,2376,2373,2367,2138,1977,1934,1970,1942,2014,1839,1878,44677,105052,1822,1846,1828,1752,1789,1784,1737,1713,1793,1635,17699,1598,1594,1572,1526,1356,1092,884,907,824,836,12189,..,..,..,..,..,..,3809,33697,172329
,,,Swansea ,2399,2476,2571,2523,2460,12429,2580,2656,2799,2812,2812,2883,2856,2862,2916,2942,2758,30876,43305,2830,2904,2826,3418,3994,3542,3208,2834,2470,28026,2434,2417,2648,2832,2830,3003,2895,3008,3112,3235,3214,3135,3070,3135,3100,3003,3147,3034,2759,2743,58754,2899,2758,2737,2812,3044,3061,3376,3529,2761,2744,2708,2667,2457,2317,2361,2386,2421,2397,2342,2287,54064,140844,2247,2307,2289,2273,2302,2092,2030,2054,2095,1944,21633,1870,1826,1849,1801,1709,1357,1115,1082,1018,1010,14637,..,..,..,..,..,..,4661,40931,225080
,,,Neath Port Talbot ,1392,1482,1560,1596,1536,7566,1610,1757,1757,1776,1770,1757,1817,1776,1847,1820,1762,19449,27015,1786,1736,1627,1435,1283,1174,1172,1305,1444,12962,1478,1564,1630,1725,1700,1810,1803,1885,1938,2026,2034,2000,1942,1981,1962,1989,1943,1845,1788,1733,36776,1814,1820,1810,1806,1868,1884,2044,2105,1689,1679,1735,1682,1545,1468,1470,1472,1483,1472,1435,1420,33701,83439,1348,1292,1329,1369,1364,1295,1284,1301,1281,1270,13133,1191,1161,1185,1163,1053,815,637,639,599,598,9041,..,..,..,..,..,..,2728,24902,135356
,,,Bridgend ,1494,1538,1653,1519,1556,7760,1650,1627,1701,1781,1724,1762,1844,1751,1729,1742,1612,18923,26683,1563,1596,1499,1351,1157,1001,1153,1202,1422,11944,1580,1753,1874,1915,1887,1935,1824,1968,1920,2076,2031,1962,2010,1964,1828,1807,1801,1704,1679,1572,37090,1598,1687,1672,1660,1730,1805,1921,2009,1651,1603,1658,1584,1476,1426,1433,1408,1389,1337,1330,1311,31688,80722,1193,1224,1201,1169,1157,1154,1053,1063,1095,1030,11339,1017,957,1018,958,875,642,569,530,504,503,7573,..,..,..,..,..,..,2268,21180,128585
,,,Vale of Glamorgan ,1402,1489,1539,1465,1523,7418,1533,1569,1629,1655,1681,1724,1711,1732,1699,1628,1652,18213,25631,1610,1537,1641,1118,1050,922,952,1075,1148,11053,1346,1274,1389,1392,1387,1518,1648,1611,1618,1685,1762,1752,1800,1784,1705,1686,1635,1659,1667,1631,31949,1614,1646,1590,1605,1630,1663,1864,2001,1550,1550,1490,1446,1387,1275,1302,1284,1212,1193,1145,1115,29562,72564,1081,1054,1059,1095,1051,1072,959,993,1026,1029,10419,919,905,883,922,836,618,529,500,546,465,7123,..,..,..,..,..,..,2207,19749,117944
,,,Cardiff ,3868,3967,3979,4038,3916,19768,4080,4193,4259,4309,4191,4264,4296,4224,3966,3980,3742,45504,65272,4040,3930,4271,6051,6891,5961,5629,5179,4446,46398,4340,4245,4336,4820,4791,4929,4877,4867,4850,4913,4924,4726,4697,4528,4207,4152,4140,4035,3885,3774,90036,3778,3666,3602,3606,3771,3614,3856,3992,3123,3106,2972,2906,2699,2548,2614,2621,2646,2598,2594,2588,62900,199334,2483,2433,2509,2522,2434,2331,2277,2316,2356,2302,23963,2259,2194,2150,2166,1940,1342,1113,1163,1063,979,16369,..,..,..,..,..,..,5382,45714,310320
,,,Rhondda Cynon Taf ,2728,2841,2994,2826,2898,14287,2988,3063,3117,3296,3211,3301,3297,3257,3158,3211,3014,34913,49200,3091,3025,3030,3262,3105,3038,2789,2875,2806,27021,2799,3334,3246,3259,3117,3324,3303,3368,3405,3511,3545,3343,3379,3293,3035,3084,3151,2955,2820,2851,64122,2913,2968,2975,3021,3065,3243,3516,3546,2986,2891,2828,2774,2591,2417,2461,2432,2426,2266,2273,2326,55918,147061,2202,2181,2062,2166,2085,1956,1862,1942,2021,1987,20464,1887,1738,1751,1730,1686,1172,914,894,831,743,13346,..,..,..,..,..,..,3833,37643,233904
,,,Merthyr Tydfil ,667,647,756,699,732,3501,771,812,812,806,841,860,813,830,832,867,795,9039,12540,749,757,753,623,523,466,449,513,603,5436,625,673,776,802,783,814,816,886,869,907,905,800,856,812,791,819,802,724,699,679,15838,722,703,753,770,786,800,822,774,679,696,684,643,609,586,626,626,608,576,578,550,13591,34865,538,550,517,528,491,500,452,481,470,487,5014,458,406,423,424,411,281,225,206,221,191,3246,..,..,..,..,..,..,851,9111,56516
,,,Caerphilly ,2068,2073,2268,2168,2197,10774,2265,2331,2452,2417,2367,2416,2527,2419,2345,2365,2275,26179,36953,2280,2149,2137,1930,1764,1505,1530,1678,1860,16833,2158,2395,2464,2462,2449,2517,2534,2557,2552,2515,2568,2505,2517,2391,2350,2246,2192,2276,2175,2156,47979,2228,2223,2162,2244,2389,2361,2551,2612,2138,2170,2096,2008,1937,1783,1788,1788,1772,1689,1638,1664,41241,106053,1636,1545,1491,1501,1383,1378,1299,1358,1389,1305,14285,1269,1106,1177,1099,1024,764,663,620,597,574,8893,..,..,..,..,..,..,2382,25560,168566
,,,Blaenau Gwent ,785,852,850,880,912,4279,967,1045,1048,1065,1063,1020,1022,1040,995,1027,882,11174,15453,898,880,845,730,740,597,569,711,812,6782,794,911,958,1026,1029,1034,987,1110,1110,1106,1083,1073,1046,985,899,941,918,902,846,796,19554,825,877,843,912,951,985,1006,1104,913,899,869,947,877,774,808,763,725,732,740,735,17285,43621,655,659,652,650,655,612,578,597,615,609,6282,550,567,549,513,533,407,364,298,272,313,4366,..,..,..,..,..,..,1306,11954,71028
,,,Torfaen ,1041,1135,1200,1160,1241,5777,1260,1249,1327,1312,1293,1342,1305,1250,1305,1295,1244,14182,19959,1130,1135,1108,1039,873,771,798,828,966,8648,1010,1116,1166,1230,1234,1276,1275,1323,1374,1397,1382,1392,1421,1357,1268,1239,1257,1184,1190,1149,25240,1218,1217,1226,1227,1260,1270,1354,1410,1140,1193,1150,1090,1023,987,936,907,906,867,949,877,22207,56095,893,897,892,882,864,802,753,821,803,787,8394,755,700,719,662,601,463,398,353,322,293,5266,..,..,..,..,..,..,1415,15075,91129
,,,Monmouthshire ,810,893,999,940,1051,4693,1074,1016,1125,1165,1132,1146,1151,1113,1059,1125,1079,12185,16878,1093,1062,1026,702,593,603,614,668,741,7102,816,859,956,990,972,996,1092,1120,1223,1255,1242,1284,1235,1208,1148,1144,1156,1205,1100,1120,22121,1201,1241,1202,1225,1308,1285,1385,1506,1207,1241,1199,1230,1077,1052,955,941,937,953,947,886,22978,52201,849,855,795,856,827,742,785,756,793,726,7984,698,616,680,654,621,439,396,372,336,322,5134,..,..,..,..,..,..,1783,14901,83980
,,,Newport ,1795,1858,1858,1816,1838,9165,1880,1924,1922,2089,1990,1991,2050,2014,2008,1923,1813,21604,30769,1722,1755,1700,1463,1454,1246,1208,1303,1394,13245,1529,1623,1830,1994,1937,2094,2119,2173,2147,2122,2124,2108,2039,2004,1958,1919,1855,1772,1690,1646,38683,1684,1671,1658,1701,1733,1858,1940,2040,1669,1644,1629,1607,1508,1349,1427,1392,1393,1380,1384,1301,31968,83896,1274,1210,1283,1296,1202,1169,1095,1193,1096,1041,11859,1002,993,984,1008,1078,686,547,524,461,476,7759,..,..,..,..,..,..,2332,21950,136615
