,,,,All ages ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All ages 
,,,,Aged 0 to 15 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 0 to 15 ,Aged 16 to 64 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 16 to 64 ,Aged 65 and over ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 65 and over ,.
,,,,Aged 0 to 4 ,.,.,.,.,Aged 0 to 4 ,Aged 5 to 15 ,.,.,.,.,.,.,.,.,.,.,Aged 5 to 15 ,.,Aged 16 to 24 ,.,.,.,.,.,.,.,.,Aged 16 to 24 ,Aged 25 to 44 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 25 to 44 ,Aged 45 to 64 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 45 to 64 ,.,Aged 65 to 74 ,.,.,.,.,.,.,.,.,.,Aged 65 to 74 ,Aged 75 to 84 ,.,.,.,.,.,.,.,.,.,Aged 75 to 84 ,Aged 85 and over ,.,.,.,.,.,Aged 85 and over ,.,.
,,,,Aged 0 ,Aged 1 ,Aged 2 ,Aged 3 ,Aged 4 ,.,Aged 5 ,Aged 6 ,Aged 7 ,Aged 8 ,Aged 9 ,Aged 10 ,Aged 11 ,Aged 12 ,Aged 13 ,Aged 14 ,Aged 15 ,.,.,Aged 16 ,Aged 17 ,Aged 18 ,Aged 19 ,Aged 20 ,Aged 21 ,Aged 22 ,Aged 23 ,Aged 24 ,.,Aged 25 ,Aged 26 ,Aged 27 ,Aged 28 ,Aged 29 ,Aged 30 ,Aged 31 ,Aged 32 ,Aged 33 ,Aged 34 ,Aged 35 ,Aged 36 ,Aged 37 ,Aged 38 ,Aged 39 ,Aged 40 ,Aged 41 ,Aged 42 ,Aged 43 ,Aged 44 ,.,Aged 45 ,Aged 46 ,Aged 47 ,Aged 48 ,Aged 49 ,Aged 50 ,Aged 51 ,Aged 52 ,Aged 53 ,Aged 54 ,Aged 55 ,Aged 56 ,Aged 57 ,Aged 58 ,Aged 59 ,Aged 60 ,Aged 61 ,Aged 62 ,Aged 63 ,Aged 64 ,.,.,Aged 65 ,Aged 66 ,Aged 67 ,Aged 68 ,Aged 69 ,Aged 70 ,Aged 71 ,Aged 72 ,Aged 73 ,Aged 74 ,.,Aged 75 ,Aged 76 ,Aged 77 ,Aged 78 ,Aged 79 ,Aged 80 ,Aged 81 ,Aged 82 ,Aged 83 ,Aged 84 ,.,Aged 85 ,Aged 86 ,Aged 87 ,Aged 88 ,Aged 89 ,Aged 90 and over ,.,.,.
United Kingdom ,Great Britain ,Wales ,,35018,35708,34497,34099,33234,172556,32439,31691,31724,33084,33871,35184,36008,37580,36858,37111,38859,384409,556965,39039,40271,41552,42384,43135,42120,40127,39570,39592,367790,37589,36961,36254,37030,37523,35054,32438,32442,32899,34302,35301,37443,40189,42060,41105,43053,42601,43801,43594,44737,766376,45030,43821,43542,42335,40877,40365,39762,38955,37475,36745,37987,37983,37285,37934,39357,40499,43179,45592,35830,35591,800144,1934310,35593,33904,31317,28916,28778,28347,27686,26405,25384,24556,290886,23102,22258,21299,20344,19255,17787,16540,15670,14865,13456,184576,12137,10847,10143,8932,7523,22553,72135,547597,3038872
,,Wales ,Isle of Anglesey ,788,771,732,748,675,3714,724,684,678,698,762,762,755,809,768,828,810,8278,11992,859,888,938,759,716,700,778,690,748,7076,735,688,736,725,779,744,676,637,696,669,714,856,871,962,840,964,902,959,933,954,16040,971,979,909,955,974,946,922,901,949,911,947,902,921,974,1052,1082,1110,1242,985,1046,19678,42794,1021,979,874,783,801,847,818,732,700,639,8194,620,601,539,531,500,497,472,444,367,351,4922,312,257,259,254,226,674,1982,15098,69884
,,,Gwynedd ,1319,1274,1344,1363,1237,6537,1189,1177,1235,1304,1337,1280,1354,1412,1297,1416,1427,14428,20965,1403,1367,1415,2156,2222,2050,1720,1534,1448,15315,1302,1327,1300,1325,1307,1240,1147,1150,1137,1227,1341,1467,1473,1565,1594,1539,1555,1587,1644,1640,27867,1664,1620,1588,1641,1519,1532,1554,1518,1485,1418,1494,1499,1475,1489,1573,1766,1813,1938,1619,1504,31709,74891,1652,1520,1398,1231,1214,1222,1187,1152,1065,1054,12695,1045,986,989,945,898,854,797,736,663,646,8559,546,479,423,464,334,988,3234,24488,120344
,,,Conwy ,1172,1159,1128,1138,1096,5693,1104,1036,1074,1121,1204,1264,1247,1394,1333,1400,1408,13585,19278,1428,1488,1535,1156,1055,1088,1098,1077,1107,11032,1098,1028,1108,1109,1153,1056,970,1002,1001,1057,1131,1205,1405,1504,1437,1504,1500,1558,1639,1656,25121,1721,1676,1567,1597,1634,1604,1508,1454,1406,1375,1571,1439,1412,1574,1553,1698,1840,1948,1588,1579,31744,67897,1527,1557,1456,1347,1339,1337,1297,1285,1298,1238,13681,1144,1125,1073,1028,1036,964,894,871,809,694,9638,650,592,599,550,415,1323,4129,27448,114623
,,,Denbighshire ,1018,1101,1016,1019,1017,5171,949,962,989,1021,1017,1120,1149,1130,1208,1136,1318,11999,17170,1321,1289,1278,1075,1002,967,1052,949,916,9849,946,888,868,862,989,920,872,912,941,1005,992,1059,1257,1211,1240,1344,1265,1387,1326,1370,21654,1435,1405,1439,1308,1276,1234,1200,1216,1151,1195,1201,1238,1233,1317,1336,1407,1564,1606,1241,1219,26221,57724,1289,1199,1052,1088,1022,1017,977,959,906,857,10366,784,771,754,718,677,621,593,567,504,453,6442,452,401,358,313,280,938,2742,19550,94444
,,,Flintshire ,1706,1867,1783,1697,1783,8836,1698,1612,1673,1691,1703,1832,1831,1897,1875,2008,2013,19833,28669,1947,2127,2109,1744,1625,1681,1764,1709,1774,16480,1659,1701,1715,1692,1840,1662,1601,1622,1702,1810,1845,2016,2185,2293,2318,2346,2297,2335,2313,2443,39395,2482,2323,2290,2232,2102,2090,1942,1919,1859,1847,1909,1926,1909,2081,2053,2136,2294,2533,1865,1797,41589,97464,1877,1692,1585,1477,1470,1435,1467,1332,1195,1128,14658,1041,1008,971,918,837,831,728,632,602,561,8129,516,447,432,379,311,980,3065,25852,151985
