,,,,All ages ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All ages 
,,,,Aged 0 to 15 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 0 to 15 ,Aged 16 to 64 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 16 to 64 ,Aged 65 and over ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 65 and over ,.
,,,,Aged 0 to 4 ,.,.,.,.,Aged 0 to 4 ,Aged 5 to 15 ,.,.,.,.,.,.,.,.,.,.,Aged 5 to 15 ,.,Aged 16 to 24 ,.,.,.,.,.,.,.,.,Aged 16 to 24 ,Aged 25 to 44 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 25 to 44 ,Aged 45 to 64 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 45 to 64 ,.,Aged 65 to 74 ,.,.,.,.,.,.,.,.,.,Aged 65 to 74 ,Aged 75 to 84 ,.,.,.,.,.,.,.,.,.,Aged 75 to 84 ,Aged 85 and over ,.,.,.,.,.,Aged 85 and over ,.,.
,,,,Aged 0 ,Aged 1 ,Aged 2 ,Aged 3 ,Aged 4 ,.,Aged 5 ,Aged 6 ,Aged 7 ,Aged 8 ,Aged 9 ,Aged 10 ,Aged 11 ,Aged 12 ,Aged 13 ,Aged 14 ,Aged 15 ,.,.,Aged 16 ,Aged 17 ,Aged 18 ,Aged 19 ,Aged 20 ,Aged 21 ,Aged 22 ,Aged 23 ,Aged 24 ,.,Aged 25 ,Aged 26 ,Aged 27 ,Aged 28 ,Aged 29 ,Aged 30 ,Aged 31 ,Aged 32 ,Aged 33 ,Aged 34 ,Aged 35 ,Aged 36 ,Aged 37 ,Aged 38 ,Aged 39 ,Aged 40 ,Aged 41 ,Aged 42 ,Aged 43 ,Aged 44 ,.,Aged 45 ,Aged 46 ,Aged 47 ,Aged 48 ,Aged 49 ,Aged 50 ,Aged 51 ,Aged 52 ,Aged 53 ,Aged 54 ,Aged 55 ,Aged 56 ,Aged 57 ,Aged 58 ,Aged 59 ,Aged 60 ,Aged 61 ,Aged 62 ,Aged 63 ,Aged 64 ,.,.,Aged 65 ,Aged 66 ,Aged 67 ,Aged 68 ,Aged 69 ,Aged 70 ,Aged 71 ,Aged 72 ,Aged 73 ,Aged 74 ,.,Aged 75 ,Aged 76 ,Aged 77 ,Aged 78 ,Aged 79 ,Aged 80 ,Aged 81 ,Aged 82 ,Aged 83 ,Aged 84 ,.,Aged 85 ,Aged 86 ,Aged 87 ,Aged 88 ,Aged 89 ,Aged 90 and over ,.,.,.
United Kingdom ,Great Britain ,Wales ,,36353,35706,35339,36135,34922,178455,34473,33298,32468,31743,31862,33144,34061,35411,36193,37788,36945,377386,555841,37354,39238,39797,43550,46017,44037,42603,40992,38927,372515,38160,38104,36506,36706,36192,37082,37441,35229,32708,32737,33047,34363,35451,37618,40252,42278,41058,43126,42600,43794,754452,43502,44758,45026,43742,43603,42330,40998,40423,39782,38869,37473,36633,37906,37911,37120,37654,38973,40026,42640,45188,814557,1941524,35094,34868,34899,33026,30449,27909,27661,27254,26539,25004,302703,24033,23107,21537,20655,19584,18458,17280,15765,14446,13494,188359,12432,11084,9735,8437,7765,25878,75331,566393,3063758
,,Wales ,Isle of Anglesey ,815,784,777,791,729,3896,738,662,715,672,680,697,746,755,759,804,766,7994,11890,819,806,811,674,701,720,797,807,811,6946,719,734,732,730,727,748,779,749,681,612,690,681,722,860,857,973,859,977,890,951,15671,934,966,984,966,909,965,987,977,925,906,973,914,970,905,933,986,1052,1082,1098,1245,19677,42294,962,1028,1018,953,823,762,765,814,786,698,8609,650,616,577,549,492,500,447,439,413,405,5088,308,284,252,183,200,805,2032,15729,69913
,,,Gwynedd ,1289,1367,1376,1322,1392,6746,1373,1239,1178,1192,1255,1253,1324,1275,1341,1418,1274,14122,20868,1415,1395,1529,2325,2686,2358,1823,1602,1438,16571,1318,1291,1199,1263,1297,1298,1313,1209,1133,1128,1139,1203,1351,1457,1457,1565,1585,1535,1574,1602,26917,1658,1638,1662,1645,1594,1633,1528,1541,1584,1544,1490,1402,1490,1493,1487,1474,1561,1729,1786,1909,31848,75336,1593,1483,1617,1474,1360,1168,1163,1177,1132,1079,13246,986,987,978,921,919,867,798,777,700,636,8569,571,541,461,368,330,1233,3504,25319,121523
,,,Conwy ,1166,1174,1186,1161,1161,5848,1177,1114,1108,1044,1077,1156,1234,1277,1287,1407,1334,13215,19063,1442,1439,1363,1098,1082,1074,1185,1248,1199,11130,1102,1099,1080,1024,1105,1125,1148,1071,989,1011,1034,1069,1130,1241,1439,1558,1451,1525,1532,1582,24315,1616,1675,1747,1708,1580,1643,1678,1638,1529,1488,1425,1390,1584,1479,1430,1605,1604,1733,1873,2011,32436,67881,1585,1585,1519,1542,1464,1314,1284,1315,1248,1236,14092,1245,1187,1075,1062,1016,948,955,883,804,778,9953,696,589,539,463,460,1590,4337,28382,115326
,,,Denbighshire ,1156,1072,1043,1111,1011,5393,1017,1019,973,961,1000,1032,991,1122,1156,1143,1213,11627,17020,1157,1347,1306,1056,1010,1023,1071,1033,1081,10084,956,912,918,877,854,852,956,925,835,897,954,1012,1041,1056,1268,1195,1207,1314,1258,1393,20680,1321,1381,1446,1404,1426,1287,1300,1232,1194,1206,1153,1194,1178,1211,1209,1281,1328,1397,1546,1586,26280,57044,1215,1185,1294,1181,1007,1048,977,951,935,901,10694,843,796,728,696,696,658,615,547,504,475,6558,403,345,353,302,251,949,2603,19855,93919
,,,Flintshire ,1821,1921,1781,1946,1843,9312,1709,1791,1679,1605,1654,1710,1697,1840,1807,1892,1888,19272,28584,2024,2027,1875,1725,1671,1704,1794,1909,1876,16605,1724,1737,1634,1695,1766,1704,1835,1634,1635,1629,1679,1796,1823,2039,2199,2293,2313,2343,2259,2328,38065,2275,2429,2464,2273,2271,2199,2073,2064,1927,1891,1858,1864,1889,1937,1890,2062,2034,2123,2269,2511,42303,96973,1839,1771,1826,1640,1522,1417,1420,1377,1380,1243,15435,1144,1067,980,908,885,821,759,743,635,546,8488,484,452,413,358,351,1128,3186,27109,152666
