,,,,All ages ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All ages 
,,,,Aged 0 to 15 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 0 to 15 ,Aged 16 to 64 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 16 to 64 ,Aged 65 and over ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 65 and over ,.
,,,,Aged 0 to 4 ,.,.,.,.,Aged 0 to 4 ,Aged 5 to 15 ,.,.,.,.,.,.,.,.,.,.,Aged 5 to 15 ,.,Aged 16 to 24 ,.,.,.,.,.,.,.,.,Aged 16 to 24 ,Aged 25 to 44 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 25 to 44 ,Aged 45 to 64 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 45 to 64 ,.,Aged 65 to 74 ,.,.,.,.,.,.,.,.,.,Aged 65 to 74 ,Aged 75 to 84 ,.,.,.,.,.,.,.,.,.,Aged 75 to 84 ,Aged 85 and over ,.,.,.,.,.,Aged 85 and over ,.,.
,,,,Aged 0 ,Aged 1 ,Aged 2 ,Aged 3 ,Aged 4 ,.,Aged 5 ,Aged 6 ,Aged 7 ,Aged 8 ,Aged 9 ,Aged 10 ,Aged 11 ,Aged 12 ,Aged 13 ,Aged 14 ,Aged 15 ,.,.,Aged 16 ,Aged 17 ,Aged 18 ,Aged 19 ,Aged 20 ,Aged 21 ,Aged 22 ,Aged 23 ,Aged 24 ,.,Aged 25 ,Aged 26 ,Aged 27 ,Aged 28 ,Aged 29 ,Aged 30 ,Aged 31 ,Aged 32 ,Aged 33 ,Aged 34 ,Aged 35 ,Aged 36 ,Aged 37 ,Aged 38 ,Aged 39 ,Aged 40 ,Aged 41 ,Aged 42 ,Aged 43 ,Aged 44 ,.,Aged 45 ,Aged 46 ,Aged 47 ,Aged 48 ,Aged 49 ,Aged 50 ,Aged 51 ,Aged 52 ,Aged 53 ,Aged 54 ,Aged 55 ,Aged 56 ,Aged 57 ,Aged 58 ,Aged 59 ,Aged 60 ,Aged 61 ,Aged 62 ,Aged 63 ,Aged 64 ,.,.,Aged 65 ,Aged 66 ,Aged 67 ,Aged 68 ,Aged 69 ,Aged 70 ,Aged 71 ,Aged 72 ,Aged 73 ,Aged 74 ,.,Aged 75 ,Aged 76 ,Aged 77 ,Aged 78 ,Aged 79 ,Aged 80 ,Aged 81 ,Aged 82 ,Aged 83 ,Aged 84 ,.,Aged 85 ,Aged 86 ,Aged 87 ,Aged 88 ,Aged 89 ,Aged 90 and over ,.,.,.
United Kingdom ,Great Britain ,Wales ,,35555,36594,35847,35525,36328,179849,35066,34605,33465,32557,31872,31933,33285,34192,35560,36258,37910,376703,556552,36971,37383,40243,43831,45036,45809,43404,41719,40204,374600,38275,37667,37575,36132,36437,35902,36905,37246,35108,32521,32571,32980,34284,35366,37570,40164,42213,41009,43070,42544,745539,43775,43521,44765,44976,43674,43536,42312,40992,40373,39721,38798,37409,36554,37811,37821,36981,37500,38846,39818,42315,811498,1931637,44913,34760,34519,34476,32544,29955,27366,27046,26647,25914,318140,24312,23288,22290,20736,19792,18579,17469,16253,14739,13348,190806,12297,11240,9911,8672,7389,27423,76932,585878,3074067
,,Wales ,Isle of Anglesey ,811,827,794,772,810,4014,736,734,667,727,679,682,706,750,758,758,802,7999,12013,770,818,777,620,650,725,806,805,804,6775,791,715,709,727,729,737,735,769,742,686,617,695,688,733,878,850,979,870,969,901,15520,934,939,978,996,966,919,971,984,983,938,909,972,918,972,921,948,988,1057,1079,1109,19481,41776,1239,964,1019,1003,939,800,744,748,799,765,9020,666,624,601,559,520,469,476,415,411,373,5114,377,283,249,220,158,827,2114,16248,70037
,,,Gwynedd ,1377,1317,1351,1389,1326,6760,1409,1390,1257,1175,1202,1264,1263,1325,1266,1336,1422,14309,21069,1259,1412,1588,2388,2501,2498,2064,1691,1518,16919,1406,1293,1269,1161,1258,1262,1278,1293,1171,1092,1139,1161,1196,1337,1454,1438,1539,1564,1530,1561,26402,1605,1639,1643,1648,1649,1583,1623,1538,1545,1600,1532,1499,1392,1473,1476,1481,1476,1560,1727,1785,31474,74795,1910,1580,1476,1590,1466,1336,1121,1127,1166,1097,13869,1066,955,957,949,889,874,814,762,727,649,8642,579,522,496,408,324,1303,3632,26143,122007
,,,Conwy ,1157,1159,1180,1187,1167,5850,1177,1179,1139,1115,1055,1080,1169,1261,1304,1308,1426,13213,19063,1360,1454,1384,1036,1038,1113,1126,1220,1283,11014,1198,1085,1103,1079,1034,1093,1133,1139,1069,1001,991,1061,1073,1146,1230,1462,1573,1471,1544,1548,24033,1593,1646,1681,1759,1700,1597,1664,1685,1652,1575,1501,1437,1391,1607,1497,1443,1616,1622,1742,1875,32283,67330,2019,1588,1574,1519,1537,1443,1302,1274,1292,1220,14768,1218,1202,1151,1050,1017,970,897,905,829,737,9976,716,628,526,488,401,1657,4416,29160,115553
,,,Denbighshire ,1011,1155,1085,1048,1118,5417,1028,1036,1016,977,965,1005,1042,991,1139,1165,1146,11510,16927,1207,1153,1299,1064,973,1052,1070,1095,1022,9935,1055,942,884,925,877,862,850,971,911,832,911,961,1038,1037,1072,1273,1198,1208,1329,1248,20384,1392,1337,1395,1435,1408,1432,1301,1319,1237,1190,1195,1170,1208,1178,1210,1221,1300,1334,1416,1546,26224,56543,1582,1218,1179,1270,1162,996,1038,957,925,924,11251,890,825,750,703,673,685,623,573,519,478,6719,434,358,300,319,249,953,2613,20583,94053
,,,Flintshire ,1695,1840,1934,1785,1962,9216,1847,1708,1791,1686,1588,1649,1730,1693,1846,1820,1909,19267,28483,1898,2008,1940,1549,1625,1708,1798,1816,1907,16249,1874,1753,1758,1643,1689,1766,1705,1828,1642,1631,1621,1670,1772,1797,2022,2220,2312,2319,2348,2286,37656,2330,2280,2426,2457,2274,2267,2196,2094,2054,1919,1879,1843,1833,1888,1919,1883,2049,2021,2118,2263,41993,95898,2498,1811,1752,1804,1615,1499,1400,1374,1342,1353,16448,1211,1097,1037,933,863,841,765,722,692,573,8734,493,429,409,366,322,1194,3213,28395,152776
