,,,,All ages ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All ages 
,,,,Aged 0 to 15 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 0 to 15 ,Aged 16 to 64 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 16 to 64 ,Aged 65 and over ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 65 and over ,.
,,,,Aged 0 to 4 ,.,.,.,.,Aged 0 to 4 ,Aged 5 to 15 ,.,.,.,.,.,.,.,.,.,.,Aged 5 to 15 ,.,Aged 16 to 24 ,.,.,.,.,.,.,.,.,Aged 16 to 24 ,Aged 25 to 44 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 25 to 44 ,Aged 45 to 64 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Aged 45 to 64 ,.,Aged 65 to 74 ,.,.,.,.,.,.,.,.,.,Aged 65 to 74 ,Aged 75 to 84 ,.,.,.,.,.,.,.,.,.,Aged 75 to 84 ,Aged 85 and over ,.,.,.,.,.,Aged 85 and over ,.,.
,,,,Aged 0 ,Aged 1 ,Aged 2 ,Aged 3 ,Aged 4 ,.,Aged 5 ,Aged 6 ,Aged 7 ,Aged 8 ,Aged 9 ,Aged 10 ,Aged 11 ,Aged 12 ,Aged 13 ,Aged 14 ,Aged 15 ,.,.,Aged 16 ,Aged 17 ,Aged 18 ,Aged 19 ,Aged 20 ,Aged 21 ,Aged 22 ,Aged 23 ,Aged 24 ,.,Aged 25 ,Aged 26 ,Aged 27 ,Aged 28 ,Aged 29 ,Aged 30 ,Aged 31 ,Aged 32 ,Aged 33 ,Aged 34 ,Aged 35 ,Aged 36 ,Aged 37 ,Aged 38 ,Aged 39 ,Aged 40 ,Aged 41 ,Aged 42 ,Aged 43 ,Aged 44 ,.,Aged 45 ,Aged 46 ,Aged 47 ,Aged 48 ,Aged 49 ,Aged 50 ,Aged 51 ,Aged 52 ,Aged 53 ,Aged 54 ,Aged 55 ,Aged 56 ,Aged 57 ,Aged 58 ,Aged 59 ,Aged 60 ,Aged 61 ,Aged 62 ,Aged 63 ,Aged 64 ,.,.,Aged 65 ,Aged 66 ,Aged 67 ,Aged 68 ,Aged 69 ,Aged 70 ,Aged 71 ,Aged 72 ,Aged 73 ,Aged 74 ,.,Aged 75 ,Aged 76 ,Aged 77 ,Aged 78 ,Aged 79 ,Aged 80 ,Aged 81 ,Aged 82 ,Aged 83 ,Aged 84 ,.,Aged 85 ,Aged 86 ,Aged 87 ,Aged 88 ,Aged 89 ,Aged 90 and over ,.,.,.
United Kingdom ,Great Britain ,Wales ,,33963,33690,32991,32243,31586,164473,31366,32916,33539,34910,35795,37343,36680,36960,38413,38699,39961,396582,561055,40616,39403,40018,41670,41242,40641,40734,38512,37416,360252,36339,36862,37153,34361,31656,31663,32179,33446,34639,36847,39714,41433,40642,42512,42230,43413,43443,44488,44818,43642,771480,43319,42167,40652,40222,39538,38877,37416,36720,37951,37994,37351,38093,39646,40897,43627,45824,36475,36253,36017,34599,783638,1915370,32012,29743,29718,29305,28670,27637,26573,25762,24423,23659,277502,22864,22152,21133,19808,18488,17872,17353,15950,14530,13362,183512,12839,11560,10016,7646,5184,21615,68860,529874,3006299
,,Wales ,Isle of Anglesey ,696,729,672,727,696,3520,672,697,758,775,765,812,773,840,838,877,903,8710,12230,950,959,947,724,703,615,711,722,662,6993,736,688,777,700,661,635,689,648,697,862,870,965,841,939,889,953,933,965,982,961,16391,907,946,979,931,908,905,944,910,945,908,922,979,1050,1084,1110,1241,1016,1077,1031,984,19777,43161,900,810,827,856,832,767,735,662,645,622,7656,584,573,542,547,513,493,432,398,366,329,4777,307,289,284,212,150,634,1876,14309,69700
,,,Gwynedd ,1306,1345,1221,1182,1177,6231,1220,1336,1336,1292,1362,1411,1329,1424,1433,1420,1415,14978,21209,1294,1252,1389,2024,2138,2013,1740,1507,1431,14788,1352,1345,1320,1263,1121,1147,1126,1202,1345,1451,1452,1541,1552,1496,1521,1564,1606,1644,1662,1577,28287,1577,1624,1495,1518,1517,1482,1454,1420,1488,1514,1448,1458,1591,1772,1844,1957,1646,1532,1663,1549,31549,74624,1424,1270,1271,1280,1243,1194,1113,1094,1093,1046,12028,1060,1012,969,924,875,840,756,747,641,589,8413,553,564,445,343,220,999,3124,23565,119398
,,,Conwy ,1108,1112,1054,1112,1011,5397,1067,1102,1175,1234,1239,1356,1296,1367,1368,1403,1477,14084,19481,1600,1529,1449,1132,989,952,1105,1061,1010,10827,1050,1090,1110,1060,940,1002,972,1033,1069,1165,1372,1479,1402,1494,1462,1546,1610,1599,1669,1666,25790,1565,1575,1599,1581,1456,1441,1403,1364,1535,1421,1415,1556,1533,1674,1794,1901,1574,1580,1527,1557,31051,67668,1450,1396,1380,1362,1319,1337,1324,1291,1218,1184,13261,1118,1101,1101,1030,974,968,912,795,760,706,9465,721,666,527,388,313,1288,3903,26629,113778
,,,Denbighshire ,1013,1004,1024,939,940,4920,980,1007,1003,1103,1158,1128,1197,1123,1282,1294,1273,12548,17468,1284,1318,1300,1033,957,862,897,942,864,9457,870,870,1001,905,875,910,917,971,973,1040,1222,1185,1218,1300,1286,1356,1339,1365,1422,1401,22426,1427,1319,1262,1230,1184,1200,1151,1197,1212,1230,1236,1326,1351,1402,1584,1612,1252,1247,1272,1224,25918,57801,1098,1115,1063,1068,1021,1031,940,909,836,826,9907,810,783,758,693,684,647,594,562,538,501,6570,471,419,383,299,220,992,2784,19261,94530
,,,Flintshire ,1732,1674,1743,1676,1602,8427,1659,1686,1703,1829,1854,1901,1876,1971,1982,1956,2115,20532,28959,2199,2092,1994,1693,1552,1557,1676,1593,1669,16025,1681,1677,1814,1630,1590,1610,1677,1801,1818,2004,2160,2276,2299,2384,2293,2303,2311,2486,2481,2344,40639,2320,2241,2111,2090,1945,1942,1869,1855,1917,1925,1916,2073,2059,2176,2341,2557,1893,1842,1890,1732,40694,97358,1613,1520,1509,1493,1513,1380,1269,1192,1105,1059,13653,1018,1007,917,934,820,740,709,659,617,528,7949,531,469,412,315,227,943,2897,24499,150816
